patent,firstname,lastname,lawcountry,orgname,lawseq
05705549,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05706214,MORAN;,J.,unknown,"",0
05704794,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05704783,"","",unknown,"BLAKELY SOKOLOFF TAYLOR & ZAFMAN",0
05705547,WHITE;,K.,unknown,"",1
05706224,"","",unknown,"PENNIE & EDMONDS LLP",0
05705974,"","",unknown,"RATNER & PRESTIA",0
05706296,STAHL;,B.,unknown,"",0
05706178,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05705530,BARAN;,J.,unknown,"",0
05705172,"","",unknown,"NATH & ASSOCIATES",2
05704101,WILSON;,C.,unknown,"",0
05706147,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705490,"","",unknown,"MORRISON & FOERSTER",0
05706131,"","",unknown,"NIELDS, LEMACK & DINGMAN",0
05705495,"","",unknown,"WEBB ZIESENHEIM BRUENING LOGSDON ORKIN & HANSON, P.C.",0
05705508,"","",unknown,"HOFFMANN & BARON, LLP",0
05704660,"","",unknown,"JENKENS & GILCHRIST",0
05704346,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704884,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704859,"","",unknown,"BACON & THOMAS",0
05705463,"","",unknown,"BACON & THOMAS",0
05704887,RYAN;,D.,unknown,"",0
05706110,"","",unknown,"PERMAN & GREEN, LLP",0
05704492,"","",unknown,"WEBB ZIESENHEIM BRUENING LOGSDON ORKIN & HANSON, P.C.",0
05704129,"","",unknown,"SHERIDAN ROSS P.C.",0
05705086,SANTINI;,P.,unknown,"",1
05704477,DUBNO;,HERBERT,unknown,"",0
05704908,"","",unknown,"BAKER, MAXHAM, JESTER & MEADOR",0
05705780,AKERS;,C.,unknown,"",1
05704484,GIANNESCHI;,A.,unknown,"",0
05705483,MACIAK;,S.,unknown,"",0
05706235,"","",unknown,"LIMBACH & LIMBACH L.L.P.",0
05705199,HARRINGTON;,L.,unknown,"",0
05704821,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS",0
05706234,HEITING;,N.,unknown,"",1
05704927,"","",unknown,"POLSTER, LIEDER, WOODRUFF & LUCCHESI",0
05704890,HYNSON;,R.,unknown,"",0
05704947,JAESCHKE;,C.,unknown,"",1
05704173,"","",unknown,"VAN DYKE, GARDNER, LINN & BURKHART, LLP",0
05704252,"","",unknown,"MACMILLAN, SOBANSKI & TODD",0
05704920,VOELLMICKE;,L.,unknown,"",0
05704720,"","",unknown,"FLYNN, THIEL, BOUTELL & TANIS, P.C.",0
05704925,"","",unknown,"MCAULAY FISHER NISSEN GOLDBERG & KIEL, LLP",0
05706243,"","",unknown,"MCDERMOTT, WILL & EMERY",0
05705082,BITTMAN;,D.,unknown,"",0
05704201,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT, P.A.",0
05705183,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05706259,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704083,"","",unknown,"KUBOVCIK & KUBOVCIK",0
05705934,"","",unknown,"WOLF, GREENFIELD & SACKS, P.C.",1
05705123,"","",unknown,"MACMILLAN, SOBANSKI & TODD",0
05704307,RIPPAMONTI;,N.,unknown,"",1
05706253,KASISCHKE;,M.,unknown,"",1
05705163,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05704724,"","",unknown,"MORSE, ALTMAN & BENSON",0
05706257,"","",unknown,"LOCKWOOD, ALEX, FITZGIBBON & CUMMINGS",0
05704086,RUDY;,W.,unknown,"",0
05705586,"","",unknown,"MILLEN, WHITE, ZELANO & BRANIGAN, PC",0
05706373,"","",unknown,"HILL, STEADMAN & SIMPSON",0
05705967,"","",unknown,"ABELMAN, FRAYNE & SCHWAB",0
05705320,ACKERMAN;,B.,unknown,"",1
05704231,"POSTA,",J.,unknown,"",0
05705145,"LOWNEY,",A.,unknown,"",0
05706402,"","",unknown,"BAKER, MAXHAM, JESTER & MEADOR",0
05705131,SMITH;,E.,unknown,"",0
05706283,"","",unknown,"SPENCER & FRANK",0
05706188,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05706296,HEITING;,N.,unknown,"",1
05704624,"","",unknown,"WEINGRAM & ASSOCIATES, P.C.",0
05705319,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT",0
05704126,"","",unknown,"FISH & RICHARDSON P.C.",0
05706379,"","",unknown,"HEDMAN, GIBSON & COSTIGAN, P.C.",0
05706263,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05705033,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05704671,"O'NEILL;",G.,unknown,"",0
05705507,STRODE;,D.,unknown,"",0
05704937,"DUTTON,",H.,unknown,"",0
05706342,"","",unknown,"NEEDLE & ROSENBERG, P.C.",0
05705927,JEFFERY;,L.,unknown,"",1
05705634,GORMLEY;,E.,unknown,"",0
05706499,"","",unknown,"STERNE, KESSLER, GOLDSTEIN & FOX P.L.L.C.",1
05705847,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05704139,DELAND;,A.,unknown,"",0
05704947,GRANDMAISON;,J.,unknown,"",2
05704819,"","",unknown,"KNOBBE, MARTENS, OLSON & BEAR LLP",0
05705504,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, L.L.P.",0
05705812,ATKINSON;,J.,unknown,"",0
05706129,"","",unknown,"BURNS, DOANE, SWECKER & MATHIS, LLP",0
05704658,"","",unknown,"PALMATIER, SJOQUIST, HELGET & VOIGT, P.A.",0
05705584,"","",unknown,"SHERMAN AND SHALLOWAY",0
05705502,FERRARO;,D.,unknown,"",0
05704608,FLEISCHER;,H.,unknown,"",0
05705342,NEELEY;,L.,unknown,"",2
05705954,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05704838,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705636,"","",unknown,"BACON & THOMAS",0
05705743,"ABOLINS,",PETER,unknown,"",0
05705258,"","",unknown,"CUSHMAN DARBY & CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON &",1
05704736,JACKSON;,L.,unknown,"",0
05705496,KINZIG;,M.,unknown,"",1
05706127,"","",unknown,"SHAPIRO AND SHAPIRO",0
05706352,"","",unknown,"SENNIGER, POWERS, LEAVITT & ROEDEL",0
05705496,DUSTMAN;,J.,unknown,"",0
05705494,"","",unknown,"BIERMAN, MUSERLIAN AND LUCAS",0
05705619,"","",unknown,"BIERMAN, MUSERLIAN & LUCAS",0
05705324,LITMAN;,A.,unknown,"",0
05704581,"","",unknown,"HELLER EHRMAN WHITE & MCAULIFFE",0
05706018,MARSH;,A.,unknown,"",0
05704878,KORN;,MARTIN,unknown,"",0
05705400,"","",unknown,"BAKER & BOTTS, L.L.P.",0
05705303,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
PP101877,ENGELKE;,C.,unknown,"",0
05704645,FERRARO;,P.,unknown,"",0
05704950,"","",unknown,"BIERMAN, MUSERLIAN AND LUCAS LLP",0
05704666,"","",unknown,ROBIC,0
05706293,"","",unknown,"MARGER, JOHNSON, MCCOLLOM & STOLOWITZ, P.C.",0
05706025,SMITH-HILL;,JOHN,unknown,"",1
05705531,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705793,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704929,MILLER;,W.,unknown,"",1
05705487,BOONE;,E.,unknown,"",1
05705087,MCDONNELL;,E.,unknown,"",0
05705794,HAMMAR;,C.,unknown,"",0
05704496,"","",unknown,"POLSTER, LIEDER, WOODRUFF & LUCCHESI, L.C.",0
05706163,"","",unknown,"HICKMAN BEYER & WEAVER",0
05705965,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705126,"","",unknown,"SCULLY, SCOTT, MURPHY & PRESSER",0
05705119,KULLER;,D.,unknown,"",0
05704482,"","",unknown,"BANNER & WITCOFF, LTD.",0
05705464,BOLAM;,M.,unknown,"",0
05705498,KINZIG;,M.,unknown,"",0
05705652,"","",unknown,"RODMAN & RODMAN",0
05706447,GARRANA;,N.,unknown,"",0
05704276,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05704839,WAYLAND;,S.,unknown,"",1
05705808,RUSSELL;,W.,unknown,"",1
05705087,KAP;,GEORGE,unknown,"",1
05705709,BORREGO;,A.,unknown,"",0
05705796,HAMMAR;,C.,unknown,"",0
05705496,LENTZ;,T.,unknown,"",2
05705657,JOSIF;,ALBERT,unknown,"",1
05705505,HARRIS;,J.,unknown,"",0
05705418,"","",unknown,"RABIN, CHAMPAGNE & LYNT, P.C.",0
05705476,"","",unknown,"SPRUNG KRAMER SCHAEFER & BRISCOE",0
05706227,"","",unknown,"FLEHR HOHBACH TEST ALBRITTON & HERBERT LLP",1
05704494,"","",unknown,"FOLEY & LARDNER",0
05704295,"","",unknown,"DAVIS AND BUJOLD",0
05704876,"O'CONNOR;",CHRISTENSEN,unknown,"",1
05704879,"","",unknown,"TRASK, BRITT & ROSSA",0
05705206,"","",unknown,"CAMPBELL & FLORES LLP",0
05705209,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05706226,GALANTHAY;,E.,unknown,"",1
05705711,BROWN;,D.,unknown,"",1
05704861,"DION,",R.,unknown,"",0
05706349,JUDSON;,H.,unknown,"",1
05704371,"MEANEY,",J.,unknown,"",0
05706032,"","",unknown,"FISH & RICHARDSON P.C.",0
05705656,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05706477,"","",unknown,"STAAS & HALSEY",0
05705195,"","",unknown,"FISH & RICHARDSON P.C.",0
05706237,ENGLAND;,V.S.,unknown,"",0
05705481,"","",unknown,"MILLEN, WHITE, ZELANO, & BRANIGAN, P.C.",0
05704898,"MEANEY,",J.,unknown,"",0
05706254,"","",unknown,"NOTARO & MICHALOS P.C.",0
05704892,"","",unknown,"FIELDS & JOHNSON, P.C.",0
05704457,"","",unknown,"NIKAIDO MARMELSTEIN MURRAY & ORAM LLP",0
05704913,CRAIG;,P.,unknown,"",0
05705179,"","",unknown,"KNOBBE MARTENS OLSON & BEAR, LLP",0
05704086,LEE;,K.,unknown,"",1
05704598,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05706440,"","",unknown,"FELSMAN, BARDLEY,GUNTER& DILLON",1
05705230,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704946,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
05704397,"","",unknown,"LADAS & PARRY",0
05706499,JOHNSON;,W.,unknown,"",0
05704928,REED;,DAVID,unknown,"",0
05704474,SEABY;,A.,unknown,"",0
05706285,"","",unknown,"CUSHMAN DARBY & CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON &",1
05705218,RUDY;,W.,unknown,"",1
05706506,RUDY;,W.,unknown,"",0
05705031,BEDNAREK;,D.,unknown,"",1
05706376,STOUT;,E.,unknown,"",0
05704380,STOUT;,E.,unknown,"",0
05705141,"GUNTER,",D.,unknown,"",0
05705475,STEIN;,M.,unknown,"",0
05706445,BURTON;,L.,unknown,"",0
05704284,ISAF;,T.,unknown,"",0
05706271,"","",unknown,"DICKSTEIN SHAPIRO MORIN & OSHINSKY LLP",0
05706255,"","",unknown,"KOLISCH HARTWELL DICKINSON MCCORMACK & HEUSER",0
05705143,"","",unknown,"MARSHALL, O'TOOLE, GERSTEIN, MURRAY & BORUN",0
05705224,"O'REILLY;",DAVID,unknown,"",0
05706267,CLARK;,J.,unknown,"",0
05704221,"","",unknown,"YOUNG & THOMPSON",0
05706375,"","",unknown,"NEIL TEITELBAUM & ASSOCIATES",0
05705063,"","",unknown,"PRO-TECHTOR INTERNATIONAL",0
05705893,DAVEY;,B.,unknown,"",0
05705290,BEVER;,T.,unknown,"",1
05705158,"","",unknown,"FOLEY & LARDNER",0
05705674,"","",unknown,"CONNOLLY AND HUTZ",0
05704353,RAM;,J.,unknown,"",0
05705492,JOHNSTON;,W.,unknown,"",0
05705194,"","",unknown,"MCDERMOTT, WILL & EMERY",0
05706305,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05704599,"LEEDOM,",M.,unknown,"",0
05704291,"","",unknown,"CESARI AND MCKENNA, LLP",0
05704586,SAFRAN;,S.,unknown,"",0
05705661,"","",unknown,"WENDEROTH, LIND & PONACK",0
05704917,"","",unknown,"GERSTMAN, ELLIS & MCMILLIN, LTD.",0
05706035,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05706039,"","",unknown,"LAFF, WHITESEL, CONTE & SARET, LTD.",0
05705718,"","",unknown,"BELL, BOYD & LLOYD",0
05705193,"","",unknown,"BIERMAN, MUSERLIAN & LUCAS",0
05706001,"","",unknown,"ANDERSON KILL & OLICK, P.C.",0
05706238,"","",unknown,"SEED AND BERRY LLP",0
05705913,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05706456,"O'ROURKE;",F.,unknown,"",2
05704486,THRIFT;,E.,unknown,"",1
05706328,LEVY;,B.,unknown,"",0
05705849,ACKERMAN;,B.,unknown,"",1
05706020,"","",unknown,"HILL, STEADMAN AND SIMPSON",0
05705189,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704094,NICHOLS;,K.,unknown,"",1
05704903,BAINS;,H.,unknown,"",0
05705915,MASSARONI;,M.,unknown,"",0
05704517,"","",unknown,"SIXBEY FRIEDMAN LEEDOM & FERGUSON",1
05704439,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704263,MARTIN;,RICK,unknown,"",0
05706327,"","",unknown,"WARE, FRESSOLA, VAN DER SLUYS & ADOLPHSON LLP",0
05704473,MARKS;,W.,unknown,"",0
05706124,"","",unknown,"LOWE, PRICE, LEBLANC & BECKER",0
05705915,GARDNER;,A.,unknown,"",1
05704603,"","",unknown,"HODGSON, RUSS, ANDREWS, WOODS & GOODYEAR LLP",0
05705791,DAVIS;,A.,unknown,"",1
05705305,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05705306,"","",unknown,"OLIFF & BERRIDGE, P.L.C.",0
05706314,DENSON-LOW;,WANDA,unknown,"",1
05706012,GOSHORN;,ELMER,unknown,"",0
05706336,BOYS;,R.,unknown,"",0
05704428,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK",0
05704611,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05704242,"","",unknown,"YOUNG & THOMPSON",0
05706011,ALKOV;,A.,unknown,"",0
05705700,"","",unknown,"SPRUNG KRAMER SCHAEFER & BRISCOE",0
05705192,"","",unknown,"CUSHMAN DARBY & CUSHMAN, IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05705782,"","",unknown,"HARPMAN & HARPMAN",0
05705122,"","",unknown,"BACON & THOMAS",0
05706296,DONALDSON;,L.,unknown,"",2
05704495,"","",unknown,"OYEN WIGGS GREEEN & MUTALA",0
05704108,"","",unknown,"DUNLAP & CODDING, P.C.",0
05706009,FROMMER;,S.,unknown,"",0
05704067,RAINER;,B.,unknown,"",0
05704514,"","",unknown,"LACKENBACH SIEGEL MARZULLO ARONSON & GREENSPAN, P.C.",0
05705085,WAYLAND;,S.,unknown,"",1
05704614,"","",unknown,"HESLIN & ROTHENBERG, P.C.",0
05705826,"","",unknown,"ANTONELLI, TERRY, STOUT, & KRAUS, LLP",0
05706432,EHRLICH;,A.,unknown,"",0
05705803,CLOSE;,H.,unknown,"",0
05704089,CROZIER;,H.,unknown,"",0
05704740,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05705380,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05705635,"","",unknown,"WENDEROTH, LIND & PONACK",0
05706339,FREEDMAN;,H.,unknown,"",0
05706417,"","",unknown,"WOLF, GREENFIELD & SACKS P.C.",0
05704619,"","",unknown,"TOWNSEND AND TOWNSEND AND CREW LLP",0
05705115,"","",unknown,"MCAULAY FISHER NISSEN GOLDBERG & KIEL, LLP",0
05706138,"","",unknown,"GREENBLUM & BERNSTEIN P.L.C.",0
05704851,BUCHACA;,D.,unknown,"",1
05705458,CONNORS;,J.,unknown,"",0
05706063,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705219,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
05705399,"","",unknown,"BRUMBAUGH, GRAVES, DONOHUE & RAYMOND",0
05704618,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705459,"","",unknown,"WENDEROTH, LIND & PONACK",0
05706429,"","",unknown,"BAKER, MAXHAM, JESTER & MEADOR",0
05706195,ZALE;,P.,unknown,"",0
05704828,"","",unknown,"CAHILL, SUTTON & THOMAS P.L.C.",0
05704213,MEIER;,E.,unknown,"",0
05704730,VIGIL;,R.,unknown,"",0
05706460,HOLLIS;,DARRELL,unknown,"",1
05705663,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704436,"","",unknown,"BROWNING BUSHMAN",0
05706343,"","",unknown,"BROWNING BUSHMAN",0
05705258,"","",unknown,"BROWNING BUSHMAN",0
05705899,KRAUS;,J.,unknown,"",0
05704105,SNYDER;,MARVIN,unknown,"",0
05705345,"","",unknown,"WENDEROTH, LIND & PONACK",0
05706407,"","",unknown,"LIMBACH & LIMBACH, LLP",0
05704487,"","",unknown,"DYKEMA GOSSETT PLLC",0
05705762,"","",unknown,"SUGHRUE,MION, ZINN, MACPEAK & SEAS, PLLC",0
05705706,"","",unknown,"BEVERIDGE, DEGRANDI, WEILACHER & YOUNG, L.L.P.",0
05704479,"","",unknown,"RADER, FISHMAN AND GRAUER, PLLC",0
05705992,SUTTON;,EZRA,unknown,"",0
05706513,"JOHNSON,",W.,unknown,"",0
05705339,GALLOWAY;,B.,unknown,"",0
05706093,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER & CHICK, P.C.",0
05705857,AHSAN;,M.,unknown,"",0
05705540,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705094,"","",unknown,"CUSHMAN, DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05704325,GOLOTA;,E.,unknown,"",0
05705761,"","",unknown,"FRISHAUF, HOLTZ, GOODMAN, LANGER CHICK, P.C.",0
05706511,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05705914,"","",unknown,"FOLEY & LARDNER",0
05704633,"","",unknown,"HOWARD & HOWARD",0
05704160,MORRISSEY;,W.,unknown,"",0
05706098,MOORE;,F.,unknown,"",1
05705983,"MELOTIK,",S.,unknown,"",0
05704684,"","",unknown,"CUSHMAN DARBY & CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON &",1
05704288,"","",unknown,"COHEN, PONTANI, LIEBERMAN & PAVANE",0
05704727,"","",unknown,"RADER, FISHMAN & GRAUER PLLC",0
05704753,"","",unknown,"KANESAKA & TAKEUCHI",0
05705707,"","",unknown,"KEIL & WEINKAUF",0
05704750,MAY;,L.,unknown,"",1
05705544,MELLER;,N.,unknown,"",0
05705395,"","",unknown,"FISH & RICHARDSON, P.C.",0
05706485,"","",unknown,"BLAKELY, SOKOLOFF, TAYLOR & ZAFMAN",0
05706170,HODGES;,C.,unknown,"",0
05706107,DENSON-LOW;,K.,unknown,"",1
05705982,"","",unknown,"DEVINE, MILLIMET & BRANCH, PROFESSIONAL ASSOCIATION",0
05705627,ROCHA-TRAMALONI;,S.,unknown,"",1
05704501,"","",unknown,"BACHMAN & LAPOINTE, P.C.",0
05706174,"","",unknown,"LERNER, DAVID, LITTENBERG, KRUMHOLZ & MENTLIK",0
05704723,"","",unknown,"GENE SCOTT - PATENT LAW & VENTURE GROUP",0
05705430,"","",unknown,"FOLEY & LARDNER",0
05704629,"","",unknown,"VARNDELL LEGAL GROUP",0
05706467,"","",unknown,"WOLF, GREENFIELD & SACKS, P.C.",0
05705731,BRANDES;,K.,unknown,"",0
05706294,"","",unknown,"COOPER & DUNHAM LLP",0
05705733,UXA;,J.,unknown,"",0
05706200,"","",unknown,"WOOD, PHILLIPS, VANSANTEN, CLARK & MORTIMER",0
05705766,NEHR;,JEFFREY,unknown,"",0
05704679,JOSIF;,ALBERT,unknown,"",1
05704599,"","",unknown,"SIXBEY, FRIEDMAN, LEEDOM & FERGUSON, P.C.",2
05706460,WARSH;,KENNETH,unknown,"",0
05706144,SINNOTT;,J.,unknown,"",1
05706179,HARRINGTON;,L.,unknown,"",0
05704369,SANZO;,A.,unknown,"",1
05706170,MAY;,L.,unknown,"",1
05705578,BOWMAN;,L.,unknown,"",0
05704455,"","",unknown,"FLYNN, THIEL, BOUTELL & TANIS, P.C.",0
05704118,"","",unknown,"SPENCER & FRANK",0
05705830,SUTCLIFF;,G.,unknown,"",0
05704262,"","",unknown,"LARSON & TAYLOR",0
05704170,MCCARTHY;,D.,unknown,"",0
05706144,MCCARTHY;,D.,unknown,"",0
05704510,"","",unknown,"PRETTY, SCHROEDER & POPLAWSKI",0
05705879,"","",unknown,"SUGHRUE, MION, ZINN, MACPEAK & SEAS, PLLC",0
05705557,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704760,BARAN;,C.,unknown,"",0
05706182,ANDERSON;,S.,unknown,"",2
05704561,"","",unknown,"HARDAWAY LAW FIRM, P.A.",1
05706180,"","",unknown,"FISHER, CHRISTEN & SABOL",0
05704798,MILLER;,A.,unknown,"",1
05704096,"","",unknown,"EVENSON, MCKEOWN, EDWARDS & LENAHAN, P.L.L.C.",0
05704719,"","",unknown,"LEYDIG, VOIT & MAYER, LTD.",0
05706404,BARSCHALL;,E.,unknown,"",0
05704452,MCCORMICK,H.,unknown,"",0
05705396,"","",unknown,"FINNEGAN, HENDERSON, FARABOW, GARRETT & DUNNER, L.L.P.",0
05706148,KESTERSON;,C.,unknown,"",1
05704433,DEARING;,A.,unknown,"",0
05704588,DUBNO;,HERBERT,unknown,"",0
05704111,ERICKSON;,E.,unknown,"",0
05704755,"","",unknown,"HELFGOTT & KARAS, P.C.",0
05705228,"","",unknown,"CUSHMAN DARBY & CUSHMAN IP GROUP OF PILLSBURY MADISON & SUTRO LLP",0
05706134,"","",unknown,"MARSHALL, O'TOOLE, GERSTEIN, MURRAY & BORUN",0
05706137,"","",unknown,"LYON, P.C.",0
05705275,"","",unknown,"WENDEROTH, LIND & PONACK",0
05705013,MILLER;,W.,unknown,"",1
05704090,"","",unknown,"MARSHALL, O'TOOLE, GERSTEIN, MURRAY & BORUN",0
05705426,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05705266,"","",unknown,"BROOKS & KUSHMAN P.C.",0
05704261,FARBER;,A.,unknown,"",0
05705838,"","",unknown,"WELLS, ST. JOHN, ROBERTS, GREGORY & MATKIN, P.S.",0
05705227,"","",unknown,"KENYON & KENYON",0
05705419,"","",unknown,"HICKMAN BEVER & WEAVER",0
05704250,"","",unknown,"BARNES, KISSELLE, RAISCH, CHOATE, WHITTEMORE & HULBERT",0
05704967,HULTQUIST;,J.,unknown,"",0
05704307,"O'NEIL;",A.,unknown,"",0
05704393,ROSE;,A.,unknown,"",1
05706133,WENDT;,L.,unknown,"",1
05705255,DUBNO;,HERBERT,unknown,"",0
05704352,"","",unknown,"HOVEY, WILLIAMS, TIMMONS & COLLINS",0
05705166,GOLTRY;,W.,unknown,"",1
05704968,"","",unknown,"OLIFF & BERRIDGE",0
05706112,"","",unknown,"STAAS & HALSEY",0
05705417,"","",unknown,"CHRISTENSEN O'CONNOR JOHNSON & KINDNESS",0
05704979,"","",unknown,"OSTROLENK, FABER, GERB & SOFFEN, LLP",0
05704575,"","",unknown,"JACOBSON & JOHNSON",0
05704977,"","",unknown,"HOWARD & HOWARD",0
05704574,"","",unknown,"ROYLANCE,ABRAMS,BERDO & GOODMAN, L.L.P.",0
05705703,JOHNSTON;,W.,unknown,"",0
05705128,CASTLE;,B.,unknown,"",0
05704966,MASSUNG;,G.,unknown,"",0
05706173,CAPLAN;,JULIAN,unknown,"",1
05705697,PALAZZO;,O.,unknown,"",0
05704124,BACH;,J.,unknown,"",0
05705685,FALK;,T.,unknown,"",1
05705437,ACKERMAN;,B.,unknown,"",1
05704991,"","",unknown,"JENKENS & GILCHRIST, P.C.",0
05705130,TOLOMEI;,G.,unknown,"",1
05705287,BERTHOLD;,R.,unknown,"",0
05706154,MENELLY;,A.,unknown,"",0
05706091,"","",unknown,"ARMSTRONG, WESTERMAN, HATTORI, MCLELAND & NAUGHTON",0
05704324,"","",unknown,"KENYON & KENYON",0
05704440,"","",unknown,"DILWORTH & BARRESE",0
05705254,"","",unknown,"FITZPATRICK, CELLA, HARPER & SCINTO",0
05704955,"","",unknown,"JACOBSON, PRICE, HOLMAN & STERN, PLLC",0
05704449,"","",unknown,"MCGLEW AND TUTTLE",0
05706495,"","",unknown,"MERCHANT, GOULD, SMITH, EDELL, WELTER & SCHMIDT",0
05705698,"","",unknown,"KING & SCHICKLI",0
05704313,"LANQUIST,",D.,unknown,"",0
05704289,"","",unknown,"JONES, TULLAR & COOPER, P.C.",0
05704179,"","",unknown,"SYNNESTVEDT & LECHNER",0
05705703,COLETTI;,CIAMBRONE,unknown,"",1
05704986,SAILE;,O.,unknown,"",0
PP101850,"","",unknown,"WEBB ZIESENHEIM BRUENING LOGSDON ORKIN & HANSON, P.C.",0
05705413,FOX;,C.,unknown,"",0
05705671,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05704264,TUMM;,R.,unknown,"",2
05705610,GREEN;,D.,unknown,"",0
05704987,"","",unknown,"HESLIN & ROTHENBERG, P.C.",0
05704568,GARDNER;,O.,unknown,"",0
05706350,"","",unknown,"OBLON, SPIVAK, MCCLELLAND, MAIER & NEUSTADT, P.C.",0
05705551,"","",unknown,"CHRISTIE, PARKER & HALE, LLP",0
05704986,SZECSY;,P.,unknown,"",2
05704285,"","",unknown,"DARBY & DARBY",0
05705749,"","",unknown,"MICHAEL, BEST & FRIEDRICH",0
05706160,BREH;,J.,unknown,"",1
05705870,KROLL;,I.,unknown,"",0
05705771,GRATTON;,A.,unknown,"",0
05704551,"","",unknown,"MCGLEW AND TUTTLE",0
05704170,"FREE,",L.,unknown,"",2
05706054,MURRAY;,H.,unknown,"",0
05705701,"","",unknown,"NIXON & VANDERHYE",0
05705083,MANSFIELD;,T.,unknown,"",0
05704404,"","",unknown,"LADAS & PARRY",0
05706046,MICHAELIS;,L.,unknown,"",1
05706176,HUTTER;,R.,unknown,"",0
05706173,HUTTER;,R.,unknown,"",0
05705730,MCBRIDE;,K.,unknown,"",0
05704550,"","",unknown,"HOWELL & HAFERKAMP, L.C.",0
05705477,"","",unknown,"BIRCH, STEWART, KOLASCH & BIRCH, LLP",0
05704554,"EWING,",L.,unknown,"",1
05706307,"","",unknown,"BROWN, MARTIN, HALLER & MCCLAIN",0
RE357090,KIRN;,N.,unknown,"",1
05706491,VIGER;,S.,unknown,"",0
